mandarin,wu
太晚了，早点睡觉明天再继续聊呀！,忒艾了，早眼困觉明朝再继续聊！
晕，中了三加一，结果来的太早，郁闷,晕倒，中了三加一，结果来呃太早了，胸闷
你们一定要把安全放在第一,那一定要拿安全放辣头一
没有，很郁闷，睡不着！,没，很胸闷呃，困伐着！
那个老欺负我的宝贝还！,埃饿老欺负吾呃宝贝哎！
在做题吗 有没有想大傻,辣海做题目吗？有伐有想大戆大啊
噢 那你现在给我说啊 我听,噢那侬现在跟吾讲啊吾听
你咋知道我是穿小鞋长大的,侬哪能晓得吾是穿小鞋长大呃
刚短信发不出去了我以为我停机了！,刚消息发伐出去了吾以为吾停机了！
生意是靠回头客的,生意是靠回头客呃
你永远不知道我！,侬永远伐晓得吾！
嘿嘿嘿还是很想你,嘿嘿还是老想侬
为啥喝酒呀笨蛋？,为撒喝酒呀戆都。
亲爱的兜兜我呼呼了爱你兜兜！,亲爱滴吾困觉勒爱侬！
聊两句 十分钟不过份吧,聊两句 十分钟伐过份伐
在干嘛呢？睡了没？想我了没！,辣做撒？困觉了伐？想吾了伐！
到家了吗？今天很不好意思啊,到屋里向了伐？今朝老伐好意思呃
慢慢修炼吧嘿嘿 爱的越深 伤的越深,慢慢修炼吧，呵呵，爱越深，伤越深
不过估计这会都已经睡着了吧,不过估计搿歇也侪已经困着了伐
谢谢今天的一切。,谢谢今朝呃一切。
你怎么谁的醋都吃啊！,侬哪能撒拧呃醋侪吃啊！
蒽？没睡？您是？,恩？没困？侬是啊里个？
没事我晚点去你多睡会吧,没事体吾晚眼回去侬多困特歇
失眠了 睡不着！,失眠了困伐着！
在没床了吗,再没床勒吗
那明天好吗,埃明朝好伐
他给你打过电话吗,伊特侬打过电话伐
那我找你去,葛吾去寻侬去
我们都要加油哦！,阿拉侪要加油哦！
长痛不如短痛么！,长痛伐如短痛！
休息两天，之后就准备中考。,休息两天，之后就准备中考。
我们睡觉吧 晚安亲爱的！爱你！,那困觉伐 再会亲爱滴！爱侬！
你睡觉了没有 做什么呢,侬困觉了伐辣辣组撒
压根没回来！,根本没回来！
刚才说了一点还好些了吧,刚刚讲了一点还好好些了伐
又这么严重吗都吐了。,有介严重吗侪吐了。
放弃一个你很爱的人，那才痛苦。,放弃一个侬老爱呃拧，葛再叫痛苦。
那我以后不想其他的只想你还不行呀,那吾以后伐想其他呃只想侬还伐来塞啊。
或许我就是一个多余的不该有的累赘吧！,或许吾就是一个多余呃不该有呃累赘吧！
你那还有没存酒了？,侬埃面搭还有伐有存呃酒？
在广州领教了你的厉害了。,辣广州领教勒侬呃结棍了。
你想哭还是哭出来吧？,侬想哭还是哭出来伐！
怎么你又急着办事去了不礼我了回答,哪能侬又急辣办事体伐睬吾了啦回答
你太神了！你能治脚气不？,侬太神奇辣！能治脚气伐？
就算你不同意我都会永远的爱慕你。,就算侬伐同意吾侪会永远爱侬呃。
我不是很瞌睡,吾伐是老想困觉
现在和将来！,现在特子将来！
那我们两咋办，哈哈，你乖乖的么,葛末阿拉两嘎头哪能办，哈哈，侬乖乖么么
真的 明天下山了 然后再看怎么安排了,真呃，明朝下山了，然后再看哪能安排了
自己小心点，害怕的话就给我电话。,自家小心点，怕呃闲话就拔吾打电话。
是这样呀，那你等我,是搿能介样子啊，搿侬等吾。
好的我盼望考试快快结束，晚安,好呃吾还是期望考试快眼结束，再会
好的一定会去,好呃，一定会得去呃
打给丹就好了！,打拨丹就好了！
你不理解我的心想和你说说心里话,侬伐理解吾呃心想忒侬讲讲心里闲话
你说的啊！我也永远不给你做饭！,侬讲啊！吾啊永远伐会帮侬烧饭呃！
对不起，我和几个老乡们在喝酒聊天。,对伐起，吾帮几个老乡辣该吃老酒聊天。
又喝呢 怎么了,又吃呢，哪能啦？
那个铃铛灯你量一下高度直接去定吧,搿只铃铛灯侬量一下高度直接去定伐
那样我就不用洗衣服了。,搿能吾就伐用着打衣裳了。
你好 在忙什么呐,侬好 辣海忙啥么事啊
我下班去找你！,吾下班去寻侬！
你真忙，给李秀蕾打电话！,侬真呃老忙呃，拨李秀蕾打只电话！
蛤 内我成全你吧！,哈 那吾成全侬伐！
你在哪里我都会找到你的！,侬辣啊里吾侪会寻到侬呃！
宝贝我道家了，特别想你！,宝贝吾到屋里了，老想侬！
可我的心里很乱！,但是吾呃心里老乱！
真的很好啊！,真呃老好呃！
不然你明天又没精神了,要伐是侬明朝又没精神了
没说风凉话，真没那意思，红艳啊！,没讲风凉闲话，真呃没搿意思啊，红艳啊！
还有你的 在熬几天就差线了,还有侬呃，再熬几天就拆线了
你还是不需要，你如果真正需要你会说的,侬还是伐需要，侬假使讲真呃需要侬就会的讲呃
为什么是六百呀，我才五百呀！,为啥是六百啊，吾才五百呀！
就是你从来不教你的母语,就是侬从来伐教吾母语
是的 刚跟她谈完 她居然一句话不说,是呃 刚帮伊谈好 伊居然一句闲话伐讲
世的幸福平安！,世呃幸福平安！
刚和领导喝酒！,刚刚辣辣跟领导喝老酒！
你别吓唬我亲爱的,侬伐要吓吾哦亲爱呃
不好意思马上停机了，不能和你继续聊了,伐好意思马上停机了，伐好特侬继续聊了
记住以后无论如何都要把早饭吃了,记牢下趟伐管啥事体侪要拿早饭吃特
起起 我已经删勒！,起起 吾已经删特了！
呵呵 那么辛苦呀！,呵呵 哪能噶辛苦啊！
不要，我要找你啊，美女,伐要，吾就寻侬啊，美女
生活工作多开心，照顾好自己家人。,生活工作多少开心，照顾好自家屋里向拧。
不言说好见面,伐言讲好见面
陪你去 把我抱牢哦！,陪侬去 帮吾抱牢哦！
我又反锁了！,吾又反锁特了！
你也知道这么几天了昂？杂不早说啊！,侬也晓得就搿几天勒哦，哪能伐早点讲呢？
我的心好乱，我睡不着！,吾呃心里相老乱呃，吾困伐着！
额 不回啊！那我可闭眼睛了啊！,嗯 伐回啊！那么吾可要闭眼睛了呀！
真的 就算你是骗我的我也很高兴？,真呃，就算侬骗吾，吾也是老高兴呃
晚上好吗？我也爱你 你放心吧！,呀到头好伐？吾也爱侬侬放心伐！
这种邀请没接受过哎！,搿种邀请重来没接受过哎！
我刚停机子 你看不懂吗,刚停机子，侬看伐懂吗
你先唾老婆事情办完就回来了,老婆侬先困 事体办好就回来了
你还跑到我们寝室去了啊,侬还跑到阿拉寝室去啦
重庆的你叫什么名字还没说呢,重庆呃侬叫啥名字还没讲呢
哈哈，回去请你吃饭,哈哈，回去请侬吃饭
有些个话我真的想听你当面说。,有些闲话真呃想听侬当面讲。
这一点我很理解不了,搿一点吾老理解伐了哦
蒽 ，行呢 ，我睡了！,蒽 ，行呃，吾困了！
知道了，会的，要相信我。呵呵,晓得了会呃要相信吾。呵呵
你想太多了,侬想了忒多了
要是不好就给我说你知道吗,要是伐好就告诉吾晓得伐
班里我不找你，你从来不找我！,班里吾伐寻侬，侬从来伐寻吾！
没事，说这话就见外了吧！,没事体，讲搿闲话就见外了伐！
你亲妹妹瞌睡了啊！,侬亲妹妹瞌睡了啊！
你没睡哦 那我也睡了哦你要不要睡呀,侬没困啊 搿吾也要困了侬要伐要一道困啊
不知道 好像是 网上查下就知道了,伐晓得 好像是 网哴上查查就晓得了
电脑修好了吗,电脑修好了伐
所以第一个学期不能用手机,所以第一个学期伐好用手机
找也应该呀,寻也应该呀
嘿嘿 你身材很好！,嘿嘿 侬呃身材老好呃！
我是今天问你电话号码的。,吾是今朝问侬电话号码呃。
好好想想我说的！,好好想想看吾讲呃
不管怎么样男子汉说话算数！,伐怪哪能样子，男拧讲闲话算数。
你到家了吗 怎么不给我发信息了啊,侬到屋里了伐 哪能伐拨吾发信息啦
你开始变了！,侬开始变了！
有个好的家庭 有个好的工作！,有个好呃家庭 有呃好呃工作！
我在圆圈这，坐一会，还没回家，老婆,吾辣海圆圈搿搭，坐特一些，还没回起，老婆
不许泄气哦,伐许泄气哦。
明天我给您打电话,明朝吾跟侬打电话
电脑比我重要吗？,电脑比吾重要伐？
好吧！我心情不好你休息吧,就搿能噶伐！吾心情伐好侬休息伐
哼哼我就气你,哼哼吾就气侬
你丫 还有几天回来,侬啊 还有几天回来
才会扯开话题的 对不起我等到毕业后,侪会得扯开话题呃 对伐起吾等到毕业后
那是王杰的短信！我转发！,埃饿是王杰的短信！吾转发！
杂不理我勒吖 睡勒,杂伐理吾了呀困了
你在哪 照片上的不是你们的房子,侬勒啊里得 照片高头伐是那呃房子啊
我没有变的坚强，而是更脆弱！,吾没有变呃坚强，而是更加脆弱！
因为我也很矛盾的！,因为吾也老矛盾呃！
你每天都这没晚吃饭吗,侬每天侪嘎晚吃饭啊？
不是啊 我像那样的人吗？,伐是啊吾像埃种噶样子呃拧吗？
短信喔 别忘了！,短信喔 伐要忘记特哦！
我也刚洗完脸，准备睡觉了,吾啊刚汏好面孔，准备困觉了
困死人了你这个猪头马上睡觉,吃力色了侬只猪猡马上困觉
小乖乖干什么那？,小乖乖辣组撒呀？
好的麽问题给我说咋停,好呃吗问题拨吾讲勒则停
还在三桥这呢？去东方王朝,埃辣搿三桥搿得呢？去东方王朝
为什么宝贝老婆，别生气了宝贝,撒呃宝贝老婆伐要生气了宝贝
我给她说了不要去，她真不听话,吾帮伊讲了伐要去，伊真呃伐听话
不困！今天睡了一天了！后天回来么？,伐困，今朝困了一天了，后天转来伐？
么么 宝晚安,么么 宝明朝会
还要有上进心 欺骗和背叛我不能接受,还要有上进心 欺骗跟背叛吾伐能接受
到你家吃 他不说我才怪！,到侬屋里向吃，伊伐讲吾才怪嘞！
恩，明天你们聚会,恩，明朝那聚会
你的不信任而生气吗,侬呃伐信任而生气吗
最好的给你！,最好呃拨侬！
家里真停电了，整个小区都黑洞洞的。,屋里向真呃停电了，整呃小区侪乌漆嘛黑呃。
呵呵，你也不是在干活吗,呵，侬阿伐是辣海做生活吗
我做了好多次都不成功,吾做了老多趟侪伐成功
反在我就是睡不着,反正吾就是困伐着
不清楚 说清楚再睡,伐清爽，讲清爽在困。
我下班了。回去了,吾下班了。回去了
不来找我的话我和宝宝睡觉了噢,伐来寻吾讲话吾和宝宝困觉了噢
姐姐的小舅又是谁,阿姐呃小舅子又是啥拧
亲爱的小阿姨，别生我气了好不好。,亲爱呃小阿姨，伐要再生吾呃气了好伐。
明天打电话给你！,明朝打电话拨侬！
才吃饭辛苦了我很心疼,才吃饭，辛苦了，吾老心痛呃
马上就睡，昨晚还好。,马上就困，昨日子夜到头还好。
过得快乐吗,过了开心伐
祝你晚安做个好梦哦！,祝侬做只好梦困觉了！
你真可以，脾气不小，不错！,侬真可以，脾气伐小，伐错！
现在知道了吧我脾气一点都不好哦,现在晓得了伐吾脾气一眼啊伐好
谁让你不在我身边呢。,撒拧让侬伐辣吾身边呃呢。
己了啦 行了撒,己了啦 行了撒
不用了 现在才到精河 我在班车上,伐用了 现在侪到精河吾嘞班车上
这两天忙得很今天接团到十点才回,搿两天忙得很今朝接团接到十点钟再回来
干完了吗在结帐是吗？,做好了伐辣结帐是伐？
你未来的 啊！？哈！,侬未来啊啊！？哈！
呵呵你来我这怎么样,呵呵侬到吾搿得来哪能
那你又没那个意思啊,葛末侬又没埃只意思呃
那你一开始为什么要骗我啊？,搿侬一开始为撒要骗吾啊？
那是不打不相识！,埃是伐打伐相识！
就是有些时候对自己很生气,就是有眼辰光对自家老生气呃
要不我就是个马大哈啊,要伐然吾就是个马大哈啊
为， 什么不说呢,为啥伐讲呢
没有，在看电视，你呢？,没，辣搿看电视，侬呢？
告诉我你没出事？,告诉吾侬么出事体？
这麽长时间你就给我回了那么几个字。,噶长呃辰光侬就回拨吾噶几个字
乖妹 睡了吗,乖妹，困了伐？
我那会睡得香狠,吾埃歇正困勒熟嘞
好了，为了明天早晨我还是早睡吧！,好了，为了明朝早哴向吾还是早眼困！
自己真的很幸福。,自家真呃老幸福呃。
我天天都会想你的,吾天天侪会的想侬呃
可惜的只能想想！,可惜啊只能想想！
反正就是看不起我了？,反正就是看伐起吾了？
我没别人那么有能力,吾没人家介有能力
我想和你吵是吧！我一天没事干了,吾想和侬吵是伐！吾今朝没事体做了
明天我去看看你？,明朝吾去看看侬？
为什么不回答要回答的,为啥伐回答要回答呃
宝宝快一点了，我们上床睡觉吧！,宝宝快一点了，阿拉上床困觉伐！
你确定你能来吗？,侬确定侬好来伐？
那还都不一样啊？,那还侪伐一样啊？
郁闷死我了 干嘛发两遍吖？,郁闷死吾了 做撒要发两遍啊？
我在那拉提演出呢,吾辣海那拉提演出呢
早点休息 晚安猪,早点休息，困觉猪。
姐夫送我了,姐夫送吾了
